ID,area,lon,lat,remark,pop_2023,cell_count
3,78.41371226364613,45.11399833052698,15.956281132694215,new,,0
4,78.41371226365199,45.21810579766131,14.192124817187546,new,8870.323266900426,4
5,78.41371226365314,43.43452126356691,16.39230960188879,new,52939.69562442285,3
6,78.41371226364768,42.08473413659325,16.751418426977175,new,,0
7,78.41371226364826,43.04333398053889,16.156772775733995,new,11279.54066471317,5
8,78.41371226365293,45.03315617482733,15.483540426957225,new,12792.754407936782,22
9,78.41371226364812,43.534462174117714,14.10214990615575,new,118172.83372051654,5
10,78.41371226364883,42.62630110137707,13.544107644092415,new,,0
11,78.41371226364946,45.07464037501191,15.827462238497263,new,75691.31969294813,4
12,78.4137122636547,42.662161825931385,16.553609918534146,new,,0
13,78.41371226364654,43.3551828488546,14.395622125872908,new,63229.68528252883,46
14,78.4137122636429,42.27243738503878,13.641305964818388,new,,0
15,78.41371226364535,43.71074219311505,14.231037730150083,new,337428.47251146706,3
16,50.29060294787157,44.45214021450823,15.92061923020548,new,,0
17,78.41371226364201,43.1693255954227,17.88285936761348,new,133.19071288051396,2
18,78.41371226364569,46.63103589600852,15.17808014276177,new,,0
19,78.41371226364504,44.54886730239993,15.824076984430322,new,8840.91313939121,6
20,78.41371226364441,44.48693082509011,15.204142142308523,new,54392.3108221916,39
21,78.41371226364632,43.17993729628431,14.230575881876014,new,,0
22,78.41371226365132,46.237450299440845,13.95375434322869,new,10145.262195414265,3
23,78.41371226364795,42.77899618242856,15.32932286461306,new,65604.44182833756,5
24,78.41371226365298,43.19760691740176,14.48555656657524,new,,0
25,78.41371226365503,42.8947697430466,15.671700870090485,new,34321.02713393476,8
26,78.4137122636448,43.3062277467171,14.968990991272769,new,37489.37875724486,23
27,78.41371226365503,43.85553162813989,13.596411197551843,new,70235.29225357031,14
28,78.41371226365406,44.574262087996,14.103037226977843,new,58512.25083042596,44
29,78.41371226365561,44.73203288471327,14.62643340778092,new,10084.932836981698,40
30,59.88227435174691,43.129744093011766,14.064770634141963,new,38524.66678456126,17
31,78.41371226365138,43.9238327051592,15.215449798007114,new,90336.93118724664,33
32,78.41371226365237,42.539524163732175,16.39058182411221,new,,0
33,77.07849191926509,43.15211481284695,14.662620980329365,new,50029.094248857575,3
34,78.41371226365318,44.91002049085069,15.071495612459731,new,6041.348422824512,4
35,78.4137122636529,43.29552122439497,14.275190722484192,new,89202.4149176781,39
36,78.41371226365257,43.233629481710494,16.619907177384498,new,81448.28464031048,5
37,78.41371226364674,43.53689766480687,14.82563662257876,new,,0
38,78.41371226364775,44.4964184572586,13.781228400241606,new,68247.33249373305,27
39,78.41371226364451,44.4650270252175,14.217348471504836,new,42270.91546587266,38
40,78.41371226364963,42.64320554620976,14.13498423546168,new,,0
41,78.41371226364699,45.334308941803904,13.683420416807175,new,352428.13249223493,6
42,78.41371226364984,44.22333039624318,14.769468516670615,new,80836.55813599304,20
43,78.41371226365368,43.36278991893474,16.47340303618556,new,,0
44,59.883846268993516,43.12958068991431,14.101998036059728,new,61011.25151076693,27
45,78.41371226365271,44.132850990720144,15.128580361726264,new,12097.158681241426,5
46,78.41371226364382,42.61115548283529,16.032164065141707,new,,0
47,78.41371226364505,43.24785424669368,14.881144623387462,new,68121.21745557054,52
48,76.42436171410544,43.030950202786414,15.73639806234442,new,82457.6321990728,18
49,78.4137122636531,42.72722945608909,14.01986749730283,new,3693.277352480166,2
50,78.41371226365052,43.60093072136336,15.4790320232118,new,135817.60932172916,54
